Precinct,Race,Candidate,Total Votes
3046,"For Council, City of San Antonio, District 10",Madison Gutierrez,22
3046,"For Council, City of San Antonio, District 10",Robert Flores,25
3046,"For Council, City of San Antonio, District 10",Margaret Sherwood,24
3046,"For Council, City of San Antonio, District 10",Rick Otley,4
3046,"For Council, City of San Antonio, District 10",Bryan R. Martin,37
3046,"For Council, City of San Antonio, District 10",Marc Whyte,280
3046,"For Council, City of San Antonio, District 10",Joel Solis,70
3047,For Mayor City of San Antonio,Vote,For
3047,For Mayor City of San Antonio,TOTAL,VOTE
3047,For Mayor City of San Antonio,Ray Adam Basaldua,7
3047,For Mayor City of San Antonio,Christopher T. Schuchardt,134
3047,For Mayor City of San Antonio,Christopher Longoria,6
3047,For Mayor City of San Antonio,Ron Nirenberg,420
3047,For Mayor City of San Antonio,Armando Dominguez,1
3047,For Mayor City of San Antonio,Michael Idrogo,2
3047,For Mayor City of San Antonio,Gary Allen,34
3047,For Mayor City of San Antonio,Michael Samaniego,18
3047,For Mayor City of San Antonio,Diana Flores Uriegas,5
3047,"For Council, City of San Antonio, District 10",Vote,For
3047,"For Council, City of San Antonio, District 10",TOTAL,VOTE
3047,"For Council, City of San Antonio, District 10",Madison Gutierrez,24
3047,"For Council, City of San Antonio, District 10",Robert Flores,73
3047,"For Council, City of San Antonio, District 10",Margaret Sherwood,16
3047,"For Council, City of San Antonio, District 10",Rick Otley,7
3047,"For Council, City of San Antonio, District 10",Bryan R. Martin,44
3047,"For Council, City of San Antonio, District 10",Marc Whyte,371
3047,"For Council, City of San Antonio, District 10",Joel Solis,87
3048,For Mayor City of San Antonio,Vote,For
3048,For Mayor City of San Antonio,TOTAL,VOTE
3048,For Mayor City of San Antonio,Ray Adam Basaldua,3
3048,For Mayor City of San Antonio,Christopher T. Schuchardt,134
3048,For Mayor City of San Antonio,Christopher Longoria,5
3048,For Mayor City of San Antonio,Ron Nirenberg,354
3048,For Mayor City of San Antonio,Armando Dominguez,0
3048,For Mayor City of San Antonio,Michael Idrogo,1
3048,For Mayor City of San Antonio,Gary Allen,29
3048,For Mayor City of San Antonio,Michael Samaniego,10
3048,For Mayor City of San Antonio,Diana Flores Uriegas,9
3048,"For Council, City of San Antonio, District 10",Vote,For
3048,"For Council, City of San Antonio, District 10",TOTAL,VOTE
3048,"For Council, City of San Antonio, District 10",Madison Gutierrez,28
3048,"For Council, City of San Antonio, District 10",Robert Flores,37
3048,"For Council, City of San Antonio, District 10",Margaret Sherwood,20
3048,"For Council, City of San Antonio, District 10",Rick Otley,13
3048,"For Council, City of San Antonio, District 10",Bryan R. Martin,34
3048,"For Council, City of San Antonio, District 10",Marc Whyte,306
3048,"For Council, City of San Antonio, District 10",Joel Solis,97
3049,For Mayor City of San Antonio,Vote,For
3049,For Mayor City of San Antonio,TOTAL,VOTE
3049,For Mayor City of San Antonio,Ray Adam Basaldua,6
3049,For Mayor City of San Antonio,Christopher T. Schuchardt,237
3049,For Mayor City of San Antonio,Christopher Longoria,12
3049,For Mayor City of San Antonio,Ron Nirenberg,409
3049,For Mayor City of San Antonio,Armando Dominguez,2
3049,For Mayor City of San Antonio,Michael Idrogo,5
3049,For Mayor City of San Antonio,Gary Allen,38
3049,For Mayor City of San Antonio,Michael Samaniego,25
3049,For Mayor City of San Antonio,Diana Flores Uriegas,9
3049,"For Council, City of San Antonio, District 10",Vote,For
3049,"For Council, City of San Antonio, District 10",TOTAL,VOTE
3049,"For Council, City of San Antonio, District 10",Madison Gutierrez,28
3049,"For Council, City of San Antonio, District 10",Robert Flores,29
3049,"For Council, City of San Antonio, District 10",Margaret Sherwood,17
3049,"For Council, City of San Antonio, District 10",Rick Otley,12
3049,"For Council, City of San Antonio, District 10",Bryan R. Martin,29
3049,"For Council, City of San Antonio, District 10",Marc Whyte,549
3049,"For Council, City of San Antonio, District 10",Joel Solis,88
3050,For Mayor City of San Antonio,Vote,For
3050,For Mayor City of San Antonio,TOTAL,VOTE
3050,For Mayor City of San Antonio,Ray Adam Basaldua,3
3050,For Mayor City of San Antonio,Christopher T. Schuchardt,84
3050,For Mayor City of San Antonio,Christopher Longoria,10
3050,For Mayor City of San Antonio,Ron Nirenberg,161
3050,For Mayor City of San Antonio,Armando Dominguez,0
3050,For Mayor City of San Antonio,Michael Idrogo,1
3050,For Mayor City of San Antonio,Gary Allen,31
3050,For Mayor City of San Antonio,Michael Samaniego,5
3050,For Mayor City of San Antonio,Diana Flores Uriegas,3
3050,"For Council, City of San Antonio, District 10",Vote,For
3050,"For Council, City of San Antonio, District 10",TOTAL,VOTE
3050,"For Council, City of San Antonio, District 10",Madison Gutierrez,15
3050,"For Council, City of San Antonio, District 10",Robert Flores,9
3050,"For Council, City of San Antonio, District 10",Margaret Sherwood,7
3050,"For Council, City of San Antonio, District 10",Rick Otley,10
3050,"For Council, City of San Antonio, District 10",Bryan R. Martin,18
3050,"For Council, City of San Antonio, District 10",Marc Whyte,202
3050,"For Council, City of San Antonio, District 10",Joel Solis,38
3052,For Mayor City of San Antonio,Vote,For
3052,For Mayor City of San Antonio,TOTAL,VOTE
3052,For Mayor City of San Antonio,Ray Adam Basaldua,5
3052,For Mayor City of San Antonio,Christopher T. Schuchardt,76
3052,For Mayor City of San Antonio,Christopher Longoria,7
3052,For Mayor City of San Antonio,Ron Nirenberg,132
3052,For Mayor City of San Antonio,Armando Dominguez,1
3052,For Mayor City of San Antonio,Michael Idrogo,1
3052,For Mayor City of San Antonio,Gary Allen,36
3052,For Mayor City of San Antonio,Michael Samaniego,7
3052,For Mayor City of San Antonio,Diana Flores Uriegas,4
3052,"For Council, City of San Antonio, District 9",Vote,For
3052,"For Council, City of San Antonio, District 9",TOTAL,VOTE
3052,"For Council, City of San Antonio, District 9",Jarrett Lipman,66
3052,"For Council, City of San Antonio, District 9",David Allan Lara,16
3052,"For Council, City of San Antonio, District 9",John Courage,160
3052,"For Council, City of San Antonio, District 9",Dominque Lui,10
3053,For Mayor City of San Antonio,Vote,For
3053,For Mayor City of San Antonio,TOTAL,VOTE
3053,For Mayor City of San Antonio,Ray Adam Basaldua,6
3053,For Mayor City of San Antonio,Christopher T. Schuchardt,99
3053,For Mayor City of San Antonio,Christopher Longoria,9
3053,For Mayor City of San Antonio,Ron Nirenberg,319
3053,For Mayor City of San Antonio,Armando Dominguez,2
3053,For Mayor City of San Antonio,Michael Idrogo,1
3053,For Mayor City of San Antonio,Gary Allen,29
3053,For Mayor City of San Antonio,Michael Samaniego,14
3053,For Mayor City of San Antonio,Diana Flores Uriegas,3
3053,"For Council, City of San Antonio, District 1",Vote,For
3053,"For Council, City of San Antonio, District 1",TOTAL,VOTE
3053,"For Council, City of San Antonio, District 1",Jeremy Roberts,159
3053,"For Council, City of San Antonio, District 1",Roberto Rios Ortega,10
3053,"For Council, City of San Antonio, District 1",Sukh Kaur,118
3053,"For Council, City of San Antonio, District 1",Ernest Salinas,37
3053,"For Council, City of San Antonio, District 1",Lauro Bustamante,8
3053,"For Council, City of San Antonio, District 1",Mario Bravo,73
3053,"For Council, City of San Antonio, District 1",William T. Lamar-Boone,21
3054,For Mayor City of San Antonio,Vote,For
3054,For Mayor City of San Antonio,TOTAL,VOTE
3054,For Mayor City of San Antonio,Ray Adam Basaldua,0
3054,For Mayor City of San Antonio,Christopher T. Schuchardt,2
3054,For Mayor City of San Antonio,Christopher Longoria,1
3054,For Mayor City of San Antonio,Ron Nirenberg,14
3054,For Mayor City of San Antonio,Armando Dominguez,0
3054,For Mayor City of San Antonio,Michael Idrogo,0
3054,For Mayor City of San Antonio,Gary Allen,2
3054,For Mayor City of San Antonio,Michael Samaniego,0
3054,For Mayor City of San Antonio,Diana Flores Uriegas,0
3054,"For Council, City of San Antonio, District 2",Vote,For
3054,"For Council, City of San Antonio, District 2",TOTAL,VOTE
3054,"For Council, City of San Antonio, District 2",Rose Requenez Hill,4
3054,"For Council, City of San Antonio, District 2",Edward Earl Giles,0
3054,"For Council, City of San Antonio, District 2",Patrick Jones,0
3054,"For Council, City of San Antonio, District 2",Carla Walker,0
3054,"For Council, City of San Antonio, District 2",Jalen McKee-Rodriguez,12
3054,"For Council, City of San Antonio, District 2",Denise McVea,0
3054,"For Council, City of San Antonio, District 2",James M. Guild,1
3054,"For Council, City of San Antonio, District 2",Michael John Good,1
3054,"For Council, City of San Antonio, District 2",Wendell Carson,1
3054,"For Council, City of San Antonio, District 2",Denise Gutierrez,0
3056,For Mayor City of San Antonio,Vote,For
3056,For Mayor City of San Antonio,TOTAL,VOTE
3056,For Mayor City of San Antonio,Ray Adam Basaldua,6
3056,For Mayor City of San Antonio,Christopher T. Schuchardt,54
3056,For Mayor City of San Antonio,Christopher Longoria,6
3056,For Mayor City of San Antonio,Ron Nirenberg,185
3056,For Mayor City of San Antonio,Armando Dominguez,3
3056,For Mayor City of San Antonio,Michael Idrogo,2
3056,For Mayor City of San Antonio,Gary Allen,28
3056,For Mayor City of San Antonio,Michael Samaniego,10
3056,For Mayor City of San Antonio,Diana Flores Uriegas,11
3056,"For Council, City of San Antonio, District 8",Vote,For
3056,"For Council, City of San Antonio, District 8",TOTAL,VOTE
3056,"For Council, City of San Antonio, District 8",Manny Pelaez,191
3056,"For Council, City of San Antonio, District 8",Cesario Garcia,87
3057,For Mayor City of San Antonio,Vote,For
3057,For Mayor City of San Antonio,TOTAL,VOTE
3057,For Mayor City of San Antonio,Ray Adam Basaldua,0
3057,For Mayor City of San Antonio,Christopher T. Schuchardt,56
3057,For Mayor City of San Antonio,Christopher Longoria,0
3057,For Mayor City of San Antonio,Ron Nirenberg,109
3057,For Mayor City of San Antonio,Armando Dominguez,0
3057,For Mayor City of San Antonio,Michael Idrogo,0
3057,For Mayor City of San Antonio,Gary Allen,5
3057,For Mayor City of San Antonio,Michael Samaniego,2
3057,For Mayor City of San Antonio,Diana Flores Uriegas,2
3057,"For Council, City of San Antonio, District 8",Vote,For
3057,"For Council, City of San Antonio, District 8",TOTAL,VOTE
3057,"For Council, City of San Antonio, District 8",Manny Pelaez,115
3057,"For Council, City of San Antonio, District 8",Cesario Garcia,32
3058,For Mayor City of San Antonio,Vote,For
3058,For Mayor City of San Antonio,TOTAL,VOTE
3058,For Mayor City of San Antonio,Ray Adam Basaldua,9
3058,For Mayor City of San Antonio,Christopher T. Schuchardt,134
3058,For Mayor City of San Antonio,Christopher Longoria,6
3058,For Mayor City of San Antonio,Ron Nirenberg,264
3058,For Mayor City of San Antonio,Armando Dominguez,6
3058,For Mayor City of San Antonio,Michael Idrogo,0
3058,For Mayor City of San Antonio,Gary Allen,33
3058,For Mayor City of San Antonio,Michael Samaniego,16
3058,For Mayor City of San Antonio,Diana Flores Uriegas,9
3058,"For Council, City of San Antonio, District 8",Vote,For
3058,"For Council, City of San Antonio, District 8",TOTAL,VOTE
3058,"For Council, City of San Antonio, District 8",Manny Pelaez,292
3058,"For Council, City of San Antonio, District 8",Cesario Garcia,132
3059,For Mayor City of San Antonio,Vote,For
3059,For Mayor City of San Antonio,TOTAL,VOTE
3059,For Mayor City of San Antonio,Ray Adam Basaldua,5
3059,For Mayor City of San Antonio,Christopher T. Schuchardt,143
3059,For Mayor City of San Antonio,Christopher Longoria,12
3059,For Mayor City of San Antonio,Ron Nirenberg,174
3059,For Mayor City of San Antonio,Armando Dominguez,2
3059,For Mayor City of San Antonio,Michael Idrogo,1
3059,For Mayor City of San Antonio,Gary Allen,30
3059,For Mayor City of San Antonio,Michael Samaniego,15
3059,For Mayor City of San Antonio,Diana Flores Uriegas,4
3059,"For Council, City of San Antonio, District 9",Vote,For
3059,"For Council, City of San Antonio, District 9",TOTAL,VOTE
3059,"For Council, City of San Antonio, District 9",Jarrett Lipman,122
3059,"For Council, City of San Antonio, District 9",David Allan Lara,24
3059,"For Council, City of San Antonio, District 9",John Courage,185
3059,"For Council, City of San Antonio, District 9",Dominque Lui,24
3060,For Mayor City of San Antonio,Vote,For
3060,For Mayor City of San Antonio,TOTAL,VOTE
3060,For Mayor City of San Antonio,Ray Adam Basaldua,4
3060,For Mayor City of San Antonio,Christopher T. Schuchardt,125
3060,For Mayor City of San Antonio,Christopher Longoria,14
3060,For Mayor City of San Antonio,Ron Nirenberg,325
3060,For Mayor City of San Antonio,Armando Dominguez,2
3060,For Mayor City of San Antonio,Michael Idrogo,1
3060,For Mayor City of San Antonio,Gary Allen,29
3060,For Mayor City of San Antonio,Michael Samaniego,12
3060,For Mayor City of San Antonio,Diana Flores Uriegas,20
3060,"For Council, City of San Antonio, District 10",Vote,For
3060,"For Council, City of San Antonio, District 10",TOTAL,VOTE
3060,"For Council, City of San Antonio, District 10",Madison Gutierrez,30
3060,"For Council, City of San Antonio, District 10",Robert Flores,41
3060,"For Council, City of San Antonio, District 10",Margaret Sherwood,20
3060,"For Council, City of San Antonio, District 10",Rick Otley,14
3060,"For Council, City of San Antonio, District 10",Bryan R. Martin,60
3060,"For Council, City of San Antonio, District 10",Marc Whyte,261
3060,"For Council, City of San Antonio, District 10",Joel Solis,89
3061,For Mayor City of San Antonio,Vote,For
3061,For Mayor City of San Antonio,TOTAL,VOTE
3061,For Mayor City of San Antonio,Ray Adam Basaldua,11
3061,For Mayor City of San Antonio,Christopher T. Schuchardt,86
3061,For Mayor City of San Antonio,Christopher Longoria,13
3061,For Mayor City of San Antonio,Ron Nirenberg,209
3061,For Mayor City of San Antonio,Armando Dominguez,4
3061,For Mayor City of San Antonio,Michael Idrogo,3
3061,For Mayor City of San Antonio,Gary Allen,31
3061,For Mayor City of San Antonio,Michael Samaniego,18
3061,For Mayor City of San Antonio,Diana Flores Uriegas,10
3061,"For Council, City of San Antonio, District 10",Vote,For
3061,"For Council, City of San Antonio, District 10",TOTAL,VOTE
3061,"For Council, City of San Antonio, District 10",Madison Gutierrez,27
3061,"For Council, City of San Antonio, District 10",Robert Flores,46
3061,"For Council, City of San Antonio, District 10",Margaret Sherwood,10
3061,"For Council, City of San Antonio, District 10",Rick Otley,3
3061,"For Council, City of San Antonio, District 10",Bryan R. Martin,39
3061,"For Council, City of San Antonio, District 10",Marc Whyte,187
3061,"For Council, City of San Antonio, District 10",Joel Solis,57
3062,For Mayor City of San Antonio,Vote,For
3062,For Mayor City of San Antonio,TOTAL,VOTE
3062,For Mayor City of San Antonio,Ray Adam Basaldua,0
3062,For Mayor City of San Antonio,Christopher T. Schuchardt,3
3062,For Mayor City of San Antonio,Christopher Longoria,0
3062,For Mayor City of San Antonio,Ron Nirenberg,2
3062,For Mayor City of San Antonio,Armando Dominguez,0
3062,For Mayor City of San Antonio,Michael Idrogo,0
3062,For Mayor City of San Antonio,Gary Allen,0
3062,For Mayor City of San Antonio,Michael Samaniego,0
3062,For Mayor City of San Antonio,Diana Flores Uriegas,1
3062,"For Council, City of San Antonio, District 9",Vote,For
3062,"For Council, City of San Antonio, District 9",TOTAL,VOTE
3062,"For Council, City of San Antonio, District 9",Jarrett Lipman,2
3062,"For Council, City of San Antonio, District 9",David Allan Lara,0
3062,"For Council, City of San Antonio, District 9",John Courage,3
3062,"For Council, City of San Antonio, District 9",Dominque Lui,0
3063,For Mayor City of San Antonio,Vote,For
3063,For Mayor City of San Antonio,TOTAL,VOTE
3063,For Mayor City of San Antonio,Ray Adam Basaldua,5
3063,For Mayor City of San Antonio,Christopher T. Schuchardt,134
